zh_question,top_1,top_1_sim,top_2,top_2_sim,top_3,top_3_sim,top_4,top_4_sim,top_5,top_5_sim,gpt_pick,gpt_sim
338219394,cxllby,0.684,hfdfc2,0.674,s9htrr,0.6484,v2z0zv,0.638,cq1fua,0.633,hfdfc2,True
27525350,fkk6tz,0.6377,c1vlb6,0.624,ex16mo,0.617,wo8fsi,0.609,g8mjh7,0.605,g8mjh7,True
500198120,dkq7dq,0.6694,ex16mo,0.6597,p0o819,0.6504,121psas,0.6387,n7f4if,0.6357,dkq7dq,True
30491953,k34n7l,0.6377,e9ywpl,0.6113,f6tos3,0.606,c42sky,0.6025,j7t80o,0.5967,e9ywpl,True
426245198,n8r7mc,0.643,czpv1t,0.642,mlq33z,0.64,htu4ub,0.6377,ejuac4,0.634,n8r7mc,True
461616785,crwp7a,0.6543,hjshkl,0.627,c2cs49,0.6245,eu1mr7,0.6157,nmfmd1,0.6094,crwp7a,True
25922030,bl4jp8,0.5845,gxlvuw,0.5576,h9536o,0.5547,csgmqg,0.55,na4mba,0.548,bl4jp8,True
391412610,wha7co,0.5757,qfwtqb,0.5703,l30h77,0.5654,mi3mp6,0.5645,jsywqy,0.5596,qfwtqb,True
422162608,d3928i,0.5347,bkski5,0.5283,bn2xzv,0.5244,ktih2q,0.5215,i3u6ki,0.5107,bkski5,True
297947930,11thmqe,0.563,czttox,0.5615,eiyio1,0.55,dd4m4i,0.5435,pqfvck,0.5234,11thmqe,True
50325965,xp76vr,0.5903,kfopmy,0.575,cvhaz5,0.5566,jkricl,0.5537,jbvr37,0.54,cvhaz5,True
29313294,mo2noc,0.609,ftcksr,0.5864,pycqu0,0.5854,el9yas,0.5786,noggu4,0.5723,noggu4,True
34629015,q3eww9,0.582,tcfpoa,0.5747,ecmbtb,0.5654,gktmhl,0.5615,gq04cx,0.555,gktmhl,True
438429479,ifp6mj,0.6846,puqrx2,0.6797,v1erhg,0.667,cru83m,0.664,rf5dvt,0.658,ifp6mj,True
31636638,dcf2yg,0.6904,dg2uzl,0.6685,ihdpx3,0.667,h9kvjq,0.6665,he41t9,0.6636,dg2uzl,True
314018701,izrp0n,0.6357,qz2vd5,0.618,oh6wtx,0.6104,t7nr4x,0.6045,pzed51,0.6016,t7nr4x,True
37457094,wuve6a,0.6274,h0ifiv,0.609,eef18m,0.592,nve6kw,0.5913,ttw6na,0.562,wuve6a,True
560653039,i4igkf,0.6523,rijrdv,0.6387,dgya1r,0.634,cm304z,0.6284,bsmbh7,0.6274,rijrdv,True
20043673,pj6gmd,0.6226,fdm6vm,0.6187,jfdo4v,0.5806,wl75gt,0.574,n4bm87,0.5737,pj6gmd,True
448223764,h9bev5,0.5854,m5jbbw,0.5806,dvfxze,0.5747,xp76vr,0.5693,bmnmm2,0.5615,m5jbbw,True
21265530,wc2z5q,0.569,lqreef,0.566,snwl5u,0.5566,gq04cx,0.556,kdjyog,0.5547,wc2z5q,True
589703194,krg0zk,0.6733,tvf2iy,0.636,ndudrf,0.634,s250ct,0.624,pgmjyi,0.5947,krg0zk,True
20106496,dxep42,0.7124,u8yrql,0.687,pr5z1s,0.6763,f423c8,0.6724,e43wd2,0.6646,dxep42,True
371821850,dmb86j,0.6226,f8cp63,0.619,g6nyl2,0.6147,dslag2,0.614,s00ttx,0.608,g6nyl2,True
26977961,zly7kl,0.5527,ewqeb4,0.543,e6n8dj,0.54,g1xyfe,0.5386,pm5a7y,0.536,ewqeb4,True
42191328,iihesg,0.6294,wkdrnc,0.6255,lkrkue,0.6226,hgdr92,0.619,t6vb6b,0.6016,t6vb6b,True
34495223,gsf0g4,0.6245,etngp2,0.6123,u3c2gu,0.6025,ygj3h7,0.599,wf1xpl,0.5986,wf1xpl,True
455297859,oozhp2,0.6406,if907h,0.6377,h09w6q,0.636,dibm33,0.628,crcscd,0.626,if907h,True
40003016,e57dh5,0.5645,dtdjt5,0.5425,fjmegw,0.523,iqt9d1,0.5195,pc4lei,0.5176,dtdjt5,True
20316505,l47dr5,0.6396,qz2vd5,0.626,pr5z1s,0.6255,yvkee4,0.6206,sbb17d,0.6187,qz2vd5,True
20522082,vnfa4k,0.6055,czttox,0.601,cveauy,0.5957,cts6v0,0.5923,qydqs0,0.591,czttox,True
317568858,fl2s45,0.6475,j1nmz9,0.647,ji0vjn,0.644,h9536o,0.6396,fe2cgn,0.6357,fe2cgn,True
453513518,db47vc,0.623,11gmvir,0.6113,mzypbr,0.606,mv8k6f,0.591,v1ldgf,0.587,11gmvir,True
440066439,nnve64,0.581,f21k3c,0.5776,kzzsq3,0.5747,sd27h2,0.5747,exjei5,0.572,f21k3c,True
345084237,gtv931,0.6235,i0yvss,0.613,hdhqt1,0.5923,jfei5s,0.588,lmr7mo,0.5635,i0yvss,True
540224606,l47dr5,0.6255,db2y4y,0.614,pylisn,0.595,bmmlna,0.594,x4oshf,0.5923,db2y4y,True
20843119,lj2nrx,0.6187,11cr3io,0.599,bpmngc,0.589,g23hne,0.588,pk32am,0.5796,pk32am,True
323060216,dm5052,0.6294,gmtdui,0.6284,vb91vz,0.6245,ip0qja,0.6235,cl0s2a,0.622,vb91vz,True
29988495,uvyo07,0.6167,ec6g5u,0.603,sbss7i,0.589,nzcg7q,0.5737,kpvu0v,0.5713,sbss7i,True
356597241,j1nmz9,0.618,qralmt,0.6157,101pqpn,0.613,ffsnus,0.6113,prx97v,0.6064,101pqpn,True
369358755,oi2dq7,0.6226,uwn09b,0.6187,chb4vu,0.611,d04d4o,0.5996,ddggjn,0.599,d04d4o,True
47543295,en9vt8,0.645,rlpn6d,0.6235,ipv0kb,0.6187,ffqszl,0.6177,l47dr5,0.605,ffqszl,True
20316350,uhjw79,0.671,e7wghl,0.602,cczccy,0.5977,ewukec,0.582,oxfmcq,0.577,oxfmcq,True
31019588,n63yq0,0.6553,cczccy,0.639,f5csf3,0.632,pp7p9c,0.6313,11kquo3,0.62,f5csf3,True
502700070,ex12ji,0.6406,cz0wvj,0.6284,dt8c8e,0.624,djt46e,0.6216,fstusr,0.6123,dt8c8e,True
26071846,eyt559,0.6646,m7hpui,0.6265,ur07uu,0.6235,dhooq6,0.612,ccvhsk,0.6074,eyt559,True
19703002,cpqz3q,0.6357,czpv1t,0.635,ogzb0g,0.628,dcu6hs,0.6255,jshztk,0.6235,cpqz3q,True
280889195,lgol0f,0.6294,xsmubb,0.6284,ornrzt,0.6206,d471lq,0.618,q5eckk,0.616,lgol0f,True
19907598,mny6jn,0.6084,uhjw79,0.6055,fq9n42,0.5884,ejl0gf,0.571,f8q4df,0.57,mny6jn,True
20060684,xnhur7,0.573,um658i,0.5576,10lbptz,0.539,w2xv1i,0.5327,uvny37,0.5303,xnhur7,True
369140393,wdwh3b,0.5977,nf31tf,0.574,mzypbr,0.564,urow2h,0.559,f5esa2,0.555,wdwh3b,True
37128983,1091euf,0.619,dz69v4,0.5063,oex74a,0.4966,qd4mti,0.479,bz2bca,0.4749,1091euf,True
19979540,fkc1ol,0.5957,bytmlm,0.568,fdd292,0.5503,rh3nzq,0.523,e7evsp,0.518,bytmlm,True
271314793,xbjjr8,0.5435,d3thxh,0.5435,dyfwc9,0.542,mzypbr,0.536,tbc5n4,0.534,d3thxh,True
24082136,h9536o,0.567,ramxix,0.5654,syd0c0,0.565,nm4sb1,0.5596,hg2h45,0.556,nm4sb1,True
347320529,n7j71j,0.667,bla1vq,0.6616,raoshx,0.6616,luzgf7,0.6523,gnwg35,0.645,luzgf7,True
373545181,i7m6sx,0.605,ev1kek,0.599,buotdl,0.5713,k5oqtj,0.565,x151tl,0.5625,i7m6sx,True
457093118,qkdm7a,0.641,ckr0jc,0.6113,rmcmom,0.6104,nr5bdk,0.607,im46e4,0.6,qkdm7a,True
350328311,x4qckz,0.57,dmtqib,0.5215,ysjlbf,0.518,dtly8d,0.5176,eyr65g,0.5176,x4qckz,True
292997172,czpv1t,0.6064,rhyb7h,0.6016,q5aje5,0.588,o4h2kt,0.583,da7xw5,0.577,rhyb7h,True
51242377,uhjw79,0.5947,pemvcd,0.539,gl6h9t,0.538,esddwb,0.534,i539ld,0.5303,i539ld,True
585782138,ffsnus,0.6196,vlj882,0.602,ej6vbm,0.5977,j1nmz9,0.5933,ys2c7a,0.5913,vlj882,True
337466068,cq1fua,0.594,gw92qi,0.5864,mpnrv9,0.581,cxllby,0.5674,nwckg5,0.5635,nwckg5,True
22102799,g7idf0,0.6343,t88ut1,0.6333,hj6tza,0.6294,y9cdoa,0.625,iwf53b,0.6245,t88ut1,True
444118013,cyc7ix,0.621,10p9b5c,0.619,u6xq8c,0.604,ipv0kb,0.598,ep1v3i,0.594,10p9b5c,True
53006794,q8va99,0.5723,eiyio1,0.5513,eqbg0v,0.503,cbgf80,0.499,l47dr5,0.4934,q8va99,True
53867888,hkv1un,0.626,vcgdpu,0.621,hc2oet,0.619,p3f38u,0.617,qkofyu,0.6094,p3f38u,True
30878846,f280rg,0.6143,buy4lh,0.5845,sxog98,0.5815,mispvn,0.5767,fc6w00,0.5723,f280rg,True
570153642,ih9tw2,0.5303,wpiw3c,0.523,fr4d2r,0.518,jh79np,0.514,jupany,0.5093,jupany,True
59335812,puoc48,0.671,smrche,0.647,rwu9xt,0.6387,czpv1t,0.6304,fcqm7p,0.626,puoc48,True
22923931,extz1y,0.648,r3fprl,0.64,ckfbxc,0.6294,mf4n82,0.6294,li80p2,0.624,mf4n82,True
303789714,myifha,0.6587,o86nzo,0.658,uub3qt,0.635,xpeaft,0.635,v5csal,0.6333,o86nzo,True
20787069,cwx1b4,0.7593,ffkpe4,0.6387,c0spxl,0.636,rtuwma,0.623,koj92u,0.62,cwx1b4,True
385007057,z2a9ce,0.6367,yzqq0s,0.62,czpv1t,0.62,mqg0ie,0.615,t9pswi,0.61,yzqq0s,True
277397184,hixwxe,0.579,w0ebsg,0.5684,ck2ghq,0.565,wsz4n3,0.5625,nudikq,0.56,w0ebsg,True
313093930,f2ah15,0.698,x04zpz,0.6772,bsby75,0.667,cy7s7c,0.6616,jqt6cx,0.6514,f2ah15,True
274154528,gdx5bw,0.6274,110s239,0.625,fgww13,0.623,sul263,0.6167,vzin7g,0.6123,fgww13,True
33448025,fwuaqi,0.615,igisth,0.604,d3u5uz,0.5996,r8g1v4,0.5933,maynus,0.593,fwuaqi,True
31404158,fljnd0,0.6353,emvf8e,0.6333,hezk4v,0.6094,iq645o,0.596,ud9uxk,0.5747,iq645o,True
470635025,kl1z1s,0.5493,fyp9vy,0.52,yf6j25,0.509,pknlpq,0.5044,so1kel,0.5044,kl1z1s,True
349594075,q4u0uw,0.698,ca5njt,0.694,ccs30o,0.683,ut81k7,0.6816,m065os,0.6704,ut81k7,True
557539463,emvf8e,0.554,cda3jc,0.528,g0m0eu,0.5244,isq7av,0.523,fljnd0,0.516,isq7av,True
19834951,e7zckq,0.6675,dmpm2e,0.6357,q26waw,0.6255,c03rpg,0.604,gm9x6y,0.591,e7zckq,True
20268085,cn2juo,0.612,g7qr6c,0.5625,dougeu,0.556,icywlk,0.5293,ghfnr1,0.5215,cn2juo,True
51069338,erjw1v,0.614,m6g2p5,0.5938,ps9c40,0.5894,ccm61y,0.5894,c484w1,0.5825,erjw1v,True
459477856,sxeckz,0.5923,ho0gw0,0.573,vj14jr,0.5684,ik0tn1,0.5674,squ7f1,0.567,squ7f1,True
411607809,hlbz7x,0.6357,k7fdlu,0.6255,nrvhyw,0.619,eswgls,0.617,g1kv3n,0.603,k7fdlu,True
35292536,wvi5n8,0.545,yf5c48,0.5283,wcazr0,0.5127,iuzkob,0.5063,dzh8o3,0.504,wvi5n8,True
41638610,peldsg,0.6934,u1qher,0.6826,gnwg35,0.6763,f7bwj9,0.6724,fsm1nw,0.67,fsm1nw,True
586932740,es6bqt,0.6245,m9nfyf,0.615,gxtcpu,0.614,j22yq7,0.612,py5ola,0.6113,m9nfyf,True
23271398,vh8oml,0.698,hzwvrt,0.639,cczccy,0.634,lak0ud,0.6323,gmjw0a,0.6265,gmjw0a,True
22367388,lx67rq,0.619,hv8ux3,0.603,dvfxze,0.5938,nwbnpp,0.5923,bmnmm2,0.5913,nwbnpp,True
394295971,czpv1t,0.633,f2wgap,0.629,ulz9j6,0.6265,mlq33z,0.6235,htu4ub,0.623,ulz9j6,True
488847013,mll58a,0.609,oqf8ug,0.5967,evy0re,0.583,dednit,0.5796,ml95fv,0.579,oqf8ug,True
20640263,ft7q8m,0.6562,nt3knv,0.5845,tbz7dt,0.58,ew924g,0.5464,grmuvm,0.4976,ft7q8m,True
50496594,f8355i,0.6357,w61q0l,0.6313,cu15u3,0.6304,iwrt4e,0.622,jh79np,0.5977,cu15u3,True
24489679,oh6wtx,0.5635,rmcmom,0.534,jkricl,0.516,i7s07m,0.515,h0ifiv,0.5073,h0ifiv,True
26190865,gz8fsf,0.634,q40708,0.6304,ky9h01,0.6055,106fenc,0.6035,qoienl,0.6035,q40708,True
283254927,u0h880,0.659,pycqu0,0.615,nr5bdk,0.5884,r3fprl,0.5845,hiaput,0.584,u0h880,True
63584537,lbe1um,0.6006,ofpa7z,0.576,mwlr4k,0.5747,mi6zub,0.5723,z3egp4,0.566,mi6zub,True
345589253,n82oqy,0.5728,ddxklt,0.5723,swlg13,0.56,1270qus,0.554,csyi8g,0.5537,n82oqy,True
422082791,ek9dom,0.698,ex16mo,0.6953,fixgvk,0.6934,f6f2wv,0.691,fx9an2,0.6494,fixgvk,True
26680079,vd0hq2,0.72,defjio,0.5903,dougeu,0.5376,xwrw5y,0.514,csrovt,0.508,vd0hq2,True
375968335,urc9vh,0.6294,ek0my6,0.625,lzjp7l,0.6226,fb4a4s,0.617,d6505g,0.615,ek0my6,True
45723322,ecmbtb,0.569,g9xmx4,0.5605,wlp60z,0.5596,mzu9kb,0.5566,vghlac,0.548,vghlac,True
66310591,p0ev49,0.636,sxo791,0.605,uaoa6n,0.6045,eipasj,0.5957,znec07,0.5923,p0ev49,True
48337498,ehaw09,0.655,exr0vi,0.655,cft7to,0.6426,ehhy1p,0.634,y4gug2,0.6313,exr0vi,True
393069144,dvfxze,0.561,ty421c,0.557,iyq5vc,0.555,eldea3,0.545,fc6w00,0.5396,ty421c,True
28745867,v9o1iw,0.654,e90lpw,0.6455,cojv9p,0.645,txawnd,0.641,ea8hzf,0.6377,ea8hzf,True
348267194,nnve64,0.6133,uklnkz,0.5845,sd27h2,0.576,swnm4q,0.5728,ehzyx6,0.5664,nnve64,True
460156746,rqmrud,0.5635,h824an,0.559,10q23k9,0.5513,x04zpz,0.5474,l7op1f,0.5444,h824an,True
30337138,pcrd9g,0.6216,gffoey,0.617,tki899,0.6074,gqr958,0.596,cv7ew2,0.589,gqr958,True
502247836,bm2cjp,0.6357,r3zvpu,0.625,nu6bsu,0.616,uc6dod,0.6157,idn4dl,0.609,uc6dod,True
23313552,evl06s,0.6626,cda3jc,0.6533,11kquo3,0.636,fc6w00,0.635,czqvd5,0.6323,fc6w00,True
469090168,gd449t,0.595,euy7f8,0.573,z5yvkx,0.572,tij35h,0.545,xcvhpo,0.544,gd449t,True
464034689,obectf,0.6553,cse96u,0.577,vk248r,0.562,qde4ug,0.5474,mf5bhs,0.5415,obectf,True
447975320,q039ka,0.5522,dp6tye,0.5205,w5csih,0.52,omi3zb,0.51,bz2bca,0.508,omi3zb,True
63540245,s3ighh,0.669,uoe5t7,0.6035,h8nypm,0.584,jubplu,0.567,d2dqd1,0.5645,uoe5t7,True
581155237,co3ej9,0.6396,g0u2jb,0.6387,r67lup,0.6304,i49xcq,0.625,nnon86,0.604,g0u2jb,True
279782476,kfopmy,0.7134,s7krdc,0.6836,ggpfx8,0.6636,utihmb,0.661,rwlg9k,0.659,utihmb,True
37261139,i9ah6y,0.6484,nhjwvp,0.6445,t28cbk,0.6436,w8qkhz,0.6377,i4x2uh,0.629,nhjwvp,True
19750624,gz8fsf,0.653,heskhr,0.612,v8vf32,0.611,xr7u9l,0.6084,f0ef97,0.604,heskhr,True
29477111,jh79np,0.661,dvfxze,0.6494,fdlba6,0.6274,o98sit,0.6196,xr7u9l,0.6167,o98sit,True
326278137,cgulvl,0.6387,fq998q,0.636,iv8uqe,0.621,cizsn2,0.619,o9n1if,0.6187,o9n1if,True
19934910,hep2z4,0.6406,ligtn9,0.6265,dptw19,0.6167,xdzuok,0.614,mvhfre,0.613,xdzuok,True
30832646,zwsbht,0.6353,x5emki,0.625,qa8bk4,0.62,gnwg35,0.613,ei1nb4,0.6104,gnwg35,True
28075710,etiqxl,0.6436,f3g9kh,0.5957,rrxpm1,0.5938,zx62mj,0.585,ckknss,0.5835,ckknss,True
360936699,x3k3d7,0.604,10cum1l,0.601,1099qnk,0.599,q3xfwf,0.5977,qhdb9h,0.593,x3k3d7,True
27999731,cvrzu7,0.6646,m9s8ih,0.658,ff3c90,0.654,uecaon,0.587,e5vdkl,0.5776,cvrzu7,True
382403298,fx7lyg,0.594,c8xg7a,0.5767,kwpe5i,0.5728,brzdlf,0.561,g2ly21,0.5503,c8xg7a,True
533206352,vyfqfz,0.623,fo45gz,0.6084,fq8cv5,0.569,k1vyuw,0.5674,mnp453,0.566,fo45gz,True
313093861,v1effl,0.649,bri0i3,0.6465,i3u6ki,0.6465,blyujp,0.6406,ep2eyx,0.6357,blyujp,True
23218527,fkc1ol,0.649,jgo7pd,0.538,fdd292,0.532,d6z9ag,0.5293,cfeuub,0.523,fkc1ol,True
57834856,ob94gc,0.65,rvfqys,0.632,g7nts5,0.616,etiqxl,0.6147,rrxpm1,0.6133,ob94gc,True
426460716,f4rvb8,0.588,g4mr8p,0.5757,hwwbun,0.5654,jubplu,0.5635,qnnniv,0.56,g4mr8p,True
22515987,ewu3d2,0.6445,uhjw79,0.6196,c5efgk,0.6167,pemvcd,0.612,ckaiej,0.6045,pemvcd,True
422359278,rlpn6d,0.6562,on01mx,0.652,k9odx2,0.648,j36rpt,0.6475,v7cpcu,0.6475,on01mx,True
455595782,k47kga,0.61,jzvtr1,0.6006,kx0hde,0.6,osbtwf,0.5986,vnfa4k,0.597,vnfa4k,True
29210417,vmoouu,0.601,buotdl,0.576,n3vaki,0.5713,cjcitg,0.549,gdxdco,0.5415,vmoouu,True
456589828,v7cpcu,0.642,qximqk,0.6016,fuv4h4,0.5977,rggi8u,0.5933,d7migf,0.589,rggi8u,True
495193440,hten8k,0.6387,ignk60,0.6353,eoi4dr,0.584,eo8xw0,0.5615,hcjtht,0.528,ignk60,True
20417990,pes0lq,0.6694,lj2nrx,0.636,gbdxnj,0.6187,11cr3io,0.611,fhcbr6,0.603,pes0lq,True
303768904,olu7hc,0.717,duvgd7,0.665,pzed51,0.639,ky9h01,0.5864,eqkln1,0.579,duvgd7,True
275758424,hy18xp,0.666,g5c8ow,0.665,sul263,0.6587,ck2ghq,0.6533,ughhg4,0.6475,hy18xp,True
311041353,ed2kz5,0.6714,ez3qhi,0.615,iif3y4,0.5835,nbklge,0.5776,v81td9,0.5713,ed2kz5,True
399274354,kfopmy,0.689,f6x1md,0.645,lkv4so,0.6445,goal5v,0.6436,nx929f,0.641,f6x1md,True
356710323,d67te3,0.704,p3rhrl,0.6924,krbd3f,0.6655,lzxg20,0.6606,vztamg,0.654,krbd3f,True
438939031,jh79np,0.58,11i3fle,0.578,hwwbun,0.574,mll58a,0.566,uz8ceu,0.5537,11i3fle,True
34543612,mzypbr,0.6797,dvfxze,0.6597,dfz7ao,0.639,lx67rq,0.636,nhk0j1,0.63,nhk0j1,True
548771811,hfp1u5,0.5615,dgrnip,0.5327,mml3oh,0.528,e43wd2,0.524,dfql9i,0.524,hfp1u5,True
554195885,jj37cb,0.683,ef30nm,0.626,du2py4,0.603,dr89qd,0.5723,lt5cay,0.5703,jj37cb,True
457473455,e2f13o,0.645,jzn1lm,0.6406,uoeyzx,0.6226,f0x6da,0.617,do95xw,0.614,jzn1lm,True
336004059,dmkawt,0.59,ddv4rk,0.5854,gnk06g,0.581,dkxmrp,0.5674,dsymss,0.554,dkxmrp,True
355882483,coouz9,0.591,bphdin,0.5757,lkrqr2,0.5405,fyddmd,0.537,d8d6zj,0.5303,lkrqr2,True
284458661,cyl0t1,0.59,nq64x1,0.5596,eokup6,0.5527,cxllby,0.546,d7jffb,0.5415,cyl0t1,True
412421967,dvj4h9,0.6963,ig2o4h,0.683,vnnrvz,0.6685,ikd6zs,0.6636,cato5h,0.6577,dvj4h9,True
37990187,dxbnhm,0.668,rayv86,0.6523,djuqdb,0.6465,v9o1iw,0.6465,bocw87,0.642,djuqdb,True
458328707,cmq5nd,0.65,q4u0uw,0.6416,fj5ksy,0.641,cmmrxd,0.619,u4wmya,0.6133,fj5ksy,True
371971554,br426u,0.691,iz2bra,0.651,r7f672,0.6265,l8bvwz,0.6157,dg34a7,0.613,r7f672,True
347498226,mzypbr,0.6484,urow2h,0.5825,10qd457,0.5786,m7f9zl,0.5767,gxjcpm,0.571,m7f9zl,True
338404782,1150bkk,0.648,j87rx1,0.628,ya8vbl,0.627,pucw9p,0.618,uaabng,0.6147,ya8vbl,True
30729240,deomhv,0.6763,q59ujj,0.6685,nr5du5,0.6597,v7mgg4,0.656,e80rcx,0.649,e80rcx,True
58076602,q882iv,0.604,hk7g50,0.599,ia90b7,0.595,cq4m5q,0.5864,tg0024,0.5864,q882iv,True
372366397,f58jnt,0.6255,jaejff,0.6216,107r0m7,0.6187,g36ra6,0.613,g2p721,0.6084,107r0m7,True
347945152,eyn295,0.5913,g9xmx4,0.591,c1n3yx,0.583,d3f5ez,0.573,ep1v3i,0.567,g9xmx4,True
547715094,t797pf,0.5835,fgm7a8,0.5835,v7mgg4,0.5674,kecxs6,0.5576,kpe2b1,0.556,t797pf,True
466998129,g6epyz,0.62,hu3rrl,0.565,cpyv7v,0.5547,f5jyzk,0.541,ix3sdu,0.539,g6epyz,True
307935934,10ls3c8,0.5977,jy7mje,0.5864,pn6x8h,0.5796,e1yn8q,0.572,fk9o90,0.5654,10ls3c8,True
31059577,bmh2ci,0.583,c3nrot,0.5737,groalj,0.572,p3l04s,0.5464,chfpap,0.538,bmh2ci,True
535930036,ezzdbu,0.634,jhif2l,0.624,co3ej9,0.6226,e38002,0.616,cnhcw5,0.6133,e38002,True
34964270,e7in6t,0.6597,lpewpq,0.655,11fhih0,0.644,csmhu1,0.638,t40afw,0.6284,lpewpq,True
371093805,fiw1ax,0.6255,fclrq3,0.6104,dfz7ao,0.608,thg0t4,0.6025,c4nwli,0.596,fclrq3,True
20263889,hnf5jx,0.589,es5zxg,0.5854,ca8urd,0.581,cdk741,0.579,q6tvkc,0.575,cdk741,True
276188222,m55z20,0.649,rqqs86,0.6167,cdswjb,0.6074,c0spxl,0.6025,fehbym,0.5947,m55z20,True
310802887,maynus,0.5757,jjwmer,0.5625,u7x54v,0.56,iej35s,0.5503,kvoy54,0.5474,u7x54v,True
582036709,vqeemg,0.648,nirx3n,0.6323,ejkbws,0.626,n5wmjq,0.6235,ou08ao,0.6226,nirx3n,True
374766418,dougeu,0.5815,uv287g,0.5728,l47dr5,0.5605,eldea3,0.5444,ghfnr1,0.539,ghfnr1,True
33407382,u1qher,0.658,fwosdv,0.637,k7qome,0.628,h9d4vu,0.625,raoshx,0.6226,u1qher,True
37163693,sul263,0.691,cyx5xy,0.6787,citcdy,0.6665,w0bx7o,0.6626,g7o60q,0.6626,cyx5xy,True
386028467,rqxpuq,0.721,n27t5d,0.6733,pyqwzx,0.645,u8wxj8,0.644,eef18m,0.63,n27t5d,True
339390468,bowsqj,0.657,jwua5o,0.618,gr80mi,0.616,nzcg7q,0.6055,mo86c6,0.602,bowsqj,True
587197731,nuny7g,0.5977,xoquel,0.5854,rtuwma,0.5776,ytt6wv,0.571,ocpcya,0.565,nuny7g,True
37899467,bjxyu2,0.6543,ja8ksw,0.654,su1xu3,0.652,ywy1lu,0.635,kpekg2,0.6274,bjxyu2,True
40014044,cgflj1,0.6274,q074q0,0.5728,dvfxze,0.5723,jh79np,0.5684,xbuvyf,0.565,cgflj1,True
29670223,ks8z1e,0.613,gxjcpm,0.6123,uflavn,0.604,ov1j9l,0.5996,121x18w,0.597,ov1j9l,True
359950275,dnqlym,0.5703,cm3q0d,0.555,npocsm,0.548,get9xf,0.5474,dt6wcx,0.545,dt6wcx,True
23696299,jh37jc,0.6377,i08wwj,0.6377,v5csal,0.6304,fnncvi,0.629,ew48vr,0.6274,jh37jc,True
52800969,nqbdch,0.6772,jb1i03,0.6587,gg2yy8,0.656,mn9cun,0.6553,mw1xzf,0.645,nqbdch,True
49123534,d43gyt,0.584,grh1vj,0.5747,f9w994,0.5684,ywy1lu,0.562,rz7v3f,0.5615,grh1vj,True
425760650,l7wikr,0.641,v8vf32,0.6357,s337nt,0.6343,glaqnd,0.634,f8wd0f,0.634,v8vf32,True
459822176,vh8oml,0.7695,hzwvrt,0.736,cczccy,0.729,sul263,0.6577,wjmz4p,0.649,vh8oml,True
425003551,d37er7,0.653,c4034b,0.6514,d8fy1h,0.6387,f5q6mf,0.6357,mvu5iq,0.6284,d8fy1h,True
481799107,hten8k,0.5347,pbw1xc,0.5195,120ydx1,0.519,gizaxd,0.5103,bwlm3x,0.51,bwlm3x,True
472925766,dgrnip,0.597,cszsuq,0.502,rzrgaj,0.4949,rsg6nu,0.4656,xpumwm,0.461,dgrnip,True
23580337,y9zhdd,0.6187,ck5cvs,0.614,kecxs6,0.5938,eswbs8,0.5913,fb2hrk,0.5845,y9zhdd,True
27509931,bw5a2i,0.596,f2okwb,0.58,s3q28i,0.575,dslafx,0.5654,e5a4fb,0.5547,f2okwb,True
20086501,d0097a,0.604,gzh2xe,0.6,lcjvbh,0.5776,ddisaj,0.5757,gcxr1g,0.563,ddisaj,True
54487588,dmmyz6,0.548,edk1wt,0.5283,ddvcqi,0.5283,dpf9kx,0.5283,de9l3x,0.51,dmmyz6,True
19564133,e3l88r,0.649,qowpgm,0.621,btqcwt,0.618,nlpejw,0.609,bvgqp7,0.6064,e3l88r,True
279642415,wi3qxp,0.5776,psahb6,0.5713,fv7wqd,0.562,g4rbbx,0.555,vlps4t,0.552,g4rbbx,True
21663243,dn3c6z,0.634,glghwn,0.579,bk65pc,0.5615,krotvt,0.5527,bm0rnc,0.5513,dn3c6z,True
426214113,p68tsx,0.5557,qu9j5k,0.554,fejbrk,0.5527,c4nwli,0.5522,czmqi7,0.548,p68tsx,True
21641405,gmtdui,0.6646,xr7u9l,0.6484,ga05f9,0.6455,i08wwj,0.644,i241az,0.638,gmtdui,True
502812840,uhjw79,0.632,p3shdq,0.598,qt58zw,0.5933,gru33c,0.581,mpq3c8,0.579,uhjw79,True
27054313,gzh2xe,0.6387,d0097a,0.573,xwqpi9,0.5635,vd6hbw,0.5464,dnewja,0.543,dnewja,True
460676379,vrabl2,0.624,vbr1nt,0.606,dmowxj,0.6016,pbw1xc,0.6,buotdl,0.599,vrabl2,True
46340288,ppsyne,0.636,pvrdnc,0.6313,hta9jb,0.6245,d0kgj8,0.623,vwa444,0.6196,d0kgj8,True
411986626,d9rz64,0.638,pb3jst,0.6333,skhi0h,0.632,qmm0cf,0.623,fpsez0,0.622,skhi0h,True
320654849,vmshu6,0.6987,r4qqlg,0.66,jj0ji2,0.653,u3kod5,0.652,mzypbr,0.647,r4qqlg,True
27655547,u4z2ki,0.592,ptveyu,0.4995,tzvlvv,0.496,fqygn5,0.4949,k9m6f3,0.4932,u4z2ki,True
349740016,l9aksw,0.6465,epoirz,0.636,osbtwf,0.633,qydqs0,0.6294,m00ujd,0.622,osbtwf,True
267597532,ic5fwb,0.6133,lnngwv,0.5957,eef18m,0.5874,p9mman,0.5767,x2cbro,0.573,p9mman,True
34846252,lq5dje,0.6523,bnes0l,0.636,d3zu12,0.616,gw0gto,0.611,gphrl0,0.605,lq5dje,True
